sku,price,special_price,weight,ups,shipping_cost
"RCP9W73BLA","1306.8000","494.8928","74.0000","N","143.7480",
"RCP9W87YEL","144.0300","55.5768","8.0000","Y","18.7239",
"RCPA111WHI","122.2100","47.1744","4.7640","Y","15.8873",
"RCPA112GRE","171.5000","66.1500","1.0000","Y","",
"RCPA112ORA","171.5000","66.1500","1.0000","Y","22.2950",
"RCPA112GRE","171.5000","66.1500","1.0000","Y","22.2950",
"RCPA112WHI","162.7500","62.7804","6.0000","Y","21.1575",
"RCPA113BLU","214.0800","82.5984","1.4700","Y","27.8304",
"RCPA113WHI","197.1600","76.0428","1.5000","Y","25.6308",
"RCPA151WHI","134.6600","51.9588","0.7500","Y","17.5058",
"RCPA152BLU","188.4100","72.7164","1.0000","Y","24.4933",
"RCPA152GRE","188.4100","72.7164","1.0000","Y","24.4933",
"RCPA152WHI","171.5000","66.1500","1.0000","Y","22.2950",
"RCPA153ORA","231.2000","89.2296","1.4300","Y","30.0560",
"RCPA153WHI","214.0800","82.5984","1.4300","Y","27.8304",
"RCPA153BLU","231.2000","89.2296","1.4300","Y","30.0560",
"RCPA17SUABZPL","1516.5800","574.3398","65.0000","Y","",
"RCPA211WHI","149.7300","57.8232","0.9700","Y","19.4649",
"RCPA21206WHICT","173.1400","68.6232","12.9960","Y","",
"RCPA212GRE","201.4400","77.7600","7.5430","Y","26.1872",
"RCPA212BLU","201.4400","77.7600","1.2700","Y","26.1872",
"RCPA213WHI","214.0800","82.5984","1.8000","Y","27.8304",
"RCPA251BLU","171.5000","66.1500","6.0030","Y","22.2950",
"RCPA251GRE","171.5000","66.1500","0.9800","Y","22.2950",
"RCPA251WHI","162.7500","62.7804","0.9800","Y","21.1575",
"RCPA25206WHICT","192.1100","76.0320","8.0000","Y","",
"RCPA252BLU","214.0800","82.5984","1.2800","Y","27.8304",
"RCPA252GRE","214.0800","82.5984","1.2800","Y","27.8304",
"RCPA252ORA","214.0800","82.5984","7.4100","Y","27.8304",
"RCPA253GRE","257.0500","99.2088","11.0000","Y","28.2755",
"RCPA253WHI","231.2000","89.2296","11.4000","Y","30.0560",
"RCPA253BLU","257.0500","99.2088","6.5000","Y","28.2755",
"RCPA412","175.5900","67.7700","5.7500","Y","22.8267",
"RCPA413","218.7400","84.3804","1.4300","Y","28.4362",
"RCPA81206GRE","229.1500","88.4520","5.3140","Y","29.7895",
"RCPA85206GRE","241.9900","93.3660","8.7000","Y","31.4587",
"RCPAOT35SA","1353.0000","512.3722","38.9990","Y","148.8300",
"RCPAOT35SA","1353.0000","512.3722","38.9990","Y","",
"RCPR12SU201PL","1047.6100","408.2696","54.0000","Y","115.2371",
"RCPBS25","65.2900","25.1964","","N","",
"RCPBP1","10.4100","4.0068","0.0150","Y","1.3533",
"RCPC112WHI","139.3100","53.7408","1.0000","Y","18.1103",
"RCPC112BLU","152.1500","58.7304","5.7550","Y","19.7795",
"RCPC113BLU","184.1400","71.0640","1.4300","Y","23.9382",
"RCPC113WHI","167.0200","64.4544","1.4300","Y","21.7126",
"RCPC151BLU","124.2500","47.9736","0.7500","Y","16.1525",
"RCPC152BLU","162.7500","62.7804","1.0000","Y","21.1575",
"RCPC152GRE","162.7500","62.7804","1.0000","Y","21.1575",
"RCPC152WHI","152.1500","58.7304","6.5000","Y","19.7795",
"RCPC153BLU","199.0200","76.7664","1.4300","Y","25.8726",
"RCPC153WHI","184.1400","71.0640","1.4300","Y","23.9382",
"RCPC153GRE","199.0200","76.7664","1.4300","Y","25.8726",
"RCPC154BLU","248.3100","95.8068","1.8200","Y","32.2803",
"RCPC252BLU","184.1400","71.0640","7.6800","Y","23.9382",
"RCPCC16MCGL","631.0700","279.0768","23.3000","Y","69.4177",
"RCPCC16SSSGL","645.4800","244.4360","25.0000","Y","",
"RCPCL3","7.7500","3.5964","0.0100","Y","",
"RCPCL3","7.7500","3.5964","0.0100","Y","1.0075",
"RCPD111","77.1900","29.7864","0.7500","Y","10.0347",
"RCPD113","117.7300","45.4032","1.3300","Y","15.3049",
"RCPD153","128.5200","49.6368","1.4000","Y","16.7076",
"RCPD211BLU","83.5100","32.2164","0.7500","Y","10.8563",
"RCPD212BLU","111.4200","42.9948","1.0800","Y","14.4846",
"RCPD212WHI","111.4200","42.9948","1.0900","Y","14.4846",
"RCPD212GRE","111.4200","42.9948","5.0000","Y","14.4846",
"RCPD213RED","128.5200","49.6368","1.2830","Y","16.7076",
"RCPD213BLU","128.5200","49.6368","1.3300","Y","16.7076",
"RCPD213GRE","128.5200","49.6368","1.5000","Y","16.7076",
"RCPD213WHI","128.5200","49.6368","1.5000","Y","16.7076",
"RCPD251GRE","90.0200","34.7328","2.0500","Y","11.7026",
"RCPD251BLU","90.0200","34.7328","0.7500","Y","11.7026",
"RCPD252BLU","117.7300","45.4032","0.9800","Y","15.3049",
"RCPD252GRE","117.7300","45.4032","0.9800","Y","15.3049",
"RCPD252WHI","117.7300","45.4032","1.0000","Y","15.3049",
"RCPD252RED","117.7300","45.4032","1.0000","Y","15.3049",
"RCPD253BLU","147.8700","57.0456","1.3300","Y","19.2231",
"RCPD253GRE","147.8700","57.0456","6.2000","Y","19.2231",
"RCPD253RED","147.8700","57.0456","1.3300","Y","19.2231",
"RCPD253WHI","147.8700","57.0456","6.3500","Y","19.2231",
"RCPD413","156.4300","60.3612","6.6500","Y","20.3359",
"RCPD552","130.5700","50.4144","5.9100","Y","16.9741",
"RCPD553","167.0200","64.4544","7.3000","Y","21.7126",
"RCPDCR24CSM","1315.3000","498.1046","39.0000","Y","144.6830",
"RCPDCR24PSM","1315.3000","498.1046","39.0000","Y","144.6830",
"RCPDCR24TSM","1315.3000","498.1046","39.0000","Y","144.6830",
"RCPDRR24TSM","1192.0400","451.4222","29.0000","Y","131.1244",
"RCPE052","44.2600","17.0856","0.7080","Y","5.7538",
"RCPE138","90.8200","33.9552","17.5200","Y","11.8066",
"RCPE139","222.8300","85.9896","1.7080","Y","28.9679",
"RCPE238","214.6500","82.8792","1.5900","Y","27.9045",
"RCPE239","252.5900","97.5672","24.9960","Y","27.7849",
"RCPE43812","235.4800","90.8064","19.1000","Y","30.6124",
"RCPF11612","119.7800","46.1808","13.8380","Y","15.5714",
"RCPF11712","145.8200","56.3328","15.3930","Y","18.9566",
"RCPF11812","171.1200","65.9880","18.0000","Y","22.2456",
"RCPF131SBL","83.5100","32.2164","1.1700","Y","10.8563",
"RCPF136SBL","90.0200","34.7328","1.0000","Y","11.7026",
"RCPF137SBL","115.5000","44.5500","1.4300","Y","15.0150",
"RCPF158WHI","188.6000","72.8568","20.8200","Y","24.5180",
"RCPF167","180.0500","69.4764","15.9960","Y","23.4065",
"RCPF168","205.3400","79.2504","20.1240","Y","26.6942",
"RCPF216","119.7800","46.1808","14.8000","Y","15.5714",
"RCPF217","154.3800","59.5836","16.8480","Y","20.0694",
"RCPF21800","171.1200","65.9880","19.0020","Y","",
"RCPF416WHI","167.0200","64.4220","0.8100","Y","21.7126",
"RCPF417WHI","192.3300","74.2716","1.3300","Y","25.0029",
"RCPF41812","222.8300","85.9896","17.9500","Y","28.9679",
"RCPF51612BLUCT","145.8200","56.3328","12.0540","Y","",
"RCPF51712BLU","171.1200","65.9880","15.9960","Y","22.2456",
"RCPF51812BLU","192.3300","74.2716","21.2740","Y","25.0029",
"RCPF558WHI","214.6500","82.8792","1.5800","Y","27.9045",
"RCPF558BLU","214.6500","82.8792","21.0000","Y","27.9045",
"RCPG04204","85.4900","31.9788","1.2500","Y","11.1137",
"RCPG04300","188.6000","72.8568","0.5000","Y","24.5180",
"RCPG780","60.6400","55.7280","1.8500","Y","7.8832",
"RCPG781","26.4200","24.1812","0.5260","Y","3.4346",
"RCPH115","27.0900","10.4544","1.1000","Y","3.5217",
"RCPH116","28.6200","11.0376","0.8500","Y","3.7206",
"RCPH117","29.3600","11.3292","1.2470","Y","3.8168",
"RCPH126","41.0200","15.3252","1.1110","Y","5.3326",
"RCPH135","42.3100","16.3296","1.0000","Y","5.5003",
"RCPH136","43.8000","16.9128","1.6500","Y","5.6940",
"RCPH145","40.1400","15.4764","1.0000","Y","5.2182",
"RCPH146BLU","43.8000","16.9128","1.2760","Y","5.6940",
"RCPH146","43.8000","16.9128","2.0000","Y","5.6940",
"RCPH146RED","43.8000","16.9128","1.2660","Y","5.6940",
"RCPH146GRE","43.8000","16.9128","1.5000","Y","5.6940",
"RCPH215","27.4900","10.8864","1.4000","Y","3.5737",
"RCPH216","30.0400","11.5884","1.4360","Y","3.9052",
"RCPH217","30.4400","11.7396","16.9920","Y","3.9572",
"RCPH226","38.9700","15.0336","1.2000","Y","5.0661",
"RCPH235","41.9400","16.1892","1.5000","Y","5.4522",
"RCPH236","43.0300","16.5996","1.4160","Y","5.5939",
"RCPH245","41.9400","16.1892","1.0000","Y","5.4522",
"RCPH246GRE","43.0300","16.5996","1.6660","Y","",
"RCPH246BLU","43.0300","16.5996","1.2600","Y","5.5939",
"RCPH246RED","43.0300","16.5996","1.2580","Y","5.5939",
"RCPH316","15.5900","6.0156","0.9920","Y","2.0267",
"RCPH516","27.0900","10.4544","2.0000","Y","3.5217",
"RCPJ15112CT","368.2800","139.4854","9.6000","Y","",
"RCPJ15200YEL","36.4600","14.0616","0.8780","Y","",
"RCPJ15300YEL","42.4700","16.3836","1.5000","Y","",
"RCPJ15500YEL","56.7600","21.9132","1.5790","Y","",
"RCPJ253BLUDZ","449.7500","170.3102","1.0000","Y","",
"RCPJ353DZ","462.3900","175.1756","12.3900","Y","",
"RCPJ855","758.1400","287.1400","1.2500","Y","83.3954",
"RCPK15312BLU","406.9600","154.2406","11.0000","Y","44.7656",
"RCPK15512","547.9500","207.4844","18.6000","Y","60.2745",
"RCPL15312WHI","226.9200","87.5448","10.0200","Y","29.4996",
"RCPL15512WHI","283.0900","107.1554","13.7760","Y","31.1399",
"RCPL15712WHI","316.9500","120.0450","18.0000","Y","34.8645",
"RCPL253","180.0500","69.4764","9.4080","Y","23.4065",
"RCPL255","252.5900","97.5672","12.9960","Y","27.7849",
"RCPM150","249.8600","96.4008","13.0000","Y","32.4818",
"RCPM1564200","165.5800","63.8820","3.5270","Y","21.5254",
"RCPM1565400","162.1600","85.4712","6.5200","Y","21.0808",
"RCPM1566000","426.0000","426.0000","2.6000","N","",
"RCPM1566200","426.0000","426.0000","2.6000","N","",
"RCPM25212","12.9800","5.0112","1.0000","Y","1.6874",
"RCPM25312","165.1600","63.7848","9.2000","Y","21.4708",
"RCPM25512","222.8300","85.9896","1.5000","Y","28.9679",
"RCPM25712","280.1200","106.1166","1.8400","Y","30.8132",
"RCPMST35EPLWH","99.0100","44.0532","6.3800","Y","12.8713",
"RCPMST35EPLWH","99.0100","44.0532","6.3800","Y","",
"RCPMST35SSPL","180.3400","80.2332","5.9000","Y","23.4442",
"RCPMST35SSPL","180.3400","80.2332","5.9000","Y","",
"RCPP267","61.6000","23.7600","2.0000","Y","8.0080",
"RCPP269","343.0300","125.8750","9.0000","Y","37.7333",
"RCPP271","72.4200","27.9396","1.7620","Y","9.4146",
"RCPQ050","493.8000","187.0052","13.7320","Y","54.3180",
"RCPQ180BLACT","86.8600","33.5664","1.0000","Y","",
"RCPQ200","241.3600","90.2232","8.9000","Y","31.3768",
"RCPQ311","30.2900","11.6856","0.4180","Y","3.9377",
"RCPQ322CT","552.2300","209.2016","9.9960","Y","",
"RCPQ326","597.7100","226.3500","17.5000","Y","65.7481",
"RCPQ408GRE","226.9200","87.5448","1.0000","Y","29.4996",
"RCPQ40920BLUCT","150.2700","56.1900","1.0000","Y","",
"RCPQ410GRE","23.0700","9.1600","0.2400","Y","2.9991",
"RCPQ410RED","276.7700","106.8000","1.4110","Y","30.4447",
"RCPQ41000BLU","276.7700","106.8000","2.9500","Y","",
"RCPQ411BLU","423.3400","160.3700","3.4000","Y","46.5674",
"RCPQ412WH","23.3400","9.2800","0.1290","Y","",
"RCPQ412GRE","280.1200","106.1000","0.1200","Y","30.8132",
"RCPQ415BE","28.2100","10.8900","0.2010","Y","",
"RCPQ41600","38.6900","10.3572","0.5000","Y","",
"RCPQ418GN","32.3000","12.8400","0.2570","Y","",
"RCPQ42600GR00","244.9600","94.5600","3.0000","Y","",
"RCPQ436GRE","40.1400","15.4800","0.2800","Y","5.2182",
"RCPQ438","324.9500","123.0766","0.8300","Y","35.7445",
"RCPQ449","407.5300","154.3042","1.1300","Y","44.8283",
"RCPQ460GRE","501.0900","189.7930","8.5000","Y","55.1199",
"RCPQ550","36.7400","14.1700","0.5800","Y","4.7762",
"RCPQ559BLA","32.3000","13.3500","1.0000","Y","4.1990",
"RCPQ560","50.4700","19.4800","0.7860","Y","6.5611",
"RCPQ570","58.6500","22.6300","1.3360","Y","7.6245",
"RCPQ580YEL","67.5800","26.0700","1.0000","Y","8.7854",
"RCPQ590YEL","76.8400","29.6500","1.9700","Y","9.9892",
"RCPQ61000YL","4.3200","2.7864","0.1500","Y","",
"RCPQ620BLUCT","107.1300","41.3640","0.1500","Y","",
"RCPQ620RED","107.1300","41.3640","2.0000","Y","13.9269",
"RCPQ620","107.1300","41.3640","1.8500","Y","",
"RCPQ63006BLUCT","64.5400","24.9264","0.9000","Y","",
"RCPQ745","23.0700","9.5256","1.0830","Y","2.9991",
"RCPQ749YEL","14.8500","5.7300","0.7050","Y","1.9305",
"RCPQ750YW","22.6300","8.7400","0.7200","Y","",
"RCPQ755","37.1400","14.3208","1.0000","Y","4.8282",
"RCPQ760","37.1400","14.3200","1.0400","Y","4.8282",
"RCPQ775YEL","214.3700","82.6956","1.0000","Y","27.8681",
"RCPQ800WHI","213.7100","82.4700","1.9000","Y","27.7823",
"RCPQ805CT","205.1600","79.1316","5.0000","Y","",
"RCPQ810YEL","211.6700","81.7000","2.0000","Y","",
"RCPQ820BLU","138.3800","53.4100","2.0000","Y","17.9894",
"RCPQ850","56.4200","21.7700","0.7200","Y","7.3346",
"RCPQ851","21.9200","8.4600","0.2000","Y","2.8496",
"RCPQ852WHI","63.4900","24.5100","1.0000","Y","8.2537",
"RCPQ853WHI","187.3000","72.2628","2.0600","Y","24.3490",
"RCPQ855","77.9700","30.0780","1.0000","Y","10.1361",
"RCPQ861WHI","307.2700","116.3100","2.0660","Y","33.7997",
"RCPQ881YEL","258.5400","99.7800","1.6400","Y","28.4394",
"RCPQ891BLU","258.5400","99.7800","0.1600","Y","28.4394",
"RCPQ90088YW","208.8500","80.5896","10.1600","Y","",
"RCPQ930","241.3400","93.1200","11.0000","Y","31.3742",
"RCPQ95088YW","126.6100","48.8484","27.7300","Y","",
"RCPQ966L1","24.4900","17.4300","1.0000","Y","",
"RCPQ979","757.3600","286.8148","8.2000","Y","83.3096",
"RCPQ989","757.3600","286.8148","7.5000","N","83.3096",
"RCPQST24SSPL","1173.4400","444.3944","32.0000","Y","129.0784",
"RCPR1012EBK","313.7200","118.8048","6.7020","Y","34.5092",
"RCPR1536EGLALM","364.4400","144.6582","25.0000","Y","40.0884",
"RCPR1536EGLW","364.4400","144.6582","27.0000","Y","40.0884",
"RCPR1536EOTGLBK","363.5700","137.6728","44.7900","Y","",
"RCPR1536EPLBLK","364.4400","144.6582","23.0000","Y","40.0884",
"RCPR1536MCGL","919.1800","348.0934","27.0000","Y","101.1098",
"RCPR1536SSSPL","746.2000","282.5854","25.0000","Y","",
"RCPR1639EHBZ","376.8100","142.6972","20.0000","Y","41.4491",
"RCPR1639EHGR","376.8100","142.6972","21.0000","Y","41.4491",
"RCPR18SU201PL","1323.2400","501.1200","70.0000","Y","145.5564",
"RCPR1BK","415.8100","157.4630","24.0000","Y","45.7391",
"RCPR1SM","415.8100","157.4630","24.0000","Y","45.7391",
"RCPR2030SSPL","1513.6100","573.2056","71.2300","Y","",
"RCPR2030SSPL","1513.6100","573.2056","71.2300","Y","166.4971",
"RCPR32SSSGL","509.5200","208.1840","28.0000","Y","",
"RCPR93400BK","690.5600","261.5126","39.0210","Y","75.9616",
"RCPRSW2","9.2700","4.6008","0.3000","Y","1.2051",
"RCPSO810BPL","409.3900","155.0250","15.0000","Y","45.0329",
"RCPS25","54.3500","25.1964","27.0000","Y","7.0655",
"RCPS299","31.9300","12.3228","0.6600","Y","4.1509",
"RCPS3ETHBZPL","961.6800","364.1948","46.0000","Y","",
"RCPSBR52EBK","506.8800","191.9554","35.0000","Y","",
"RCPSC14EPLSM","851.0400","322.2930","30.0000","Y","93.6144",
"RCPSC18EPLSM","1041.4100","405.5772","38.0000","Y","114.5551",
"RCPSH12EPLSM","567.1100","214.7666","25.0000","Y","62.3821",
"RCPSO1220B","490.0800","185.5954","28.0000","Y","",
"RCPSO12SSS","807.2100","308.2268","28.0000","Y","",
"RCPSO16SSSGL","678.5600","266.3250","27.0000","Y","74.6416",
"RCPSO820PLANT","409.3900","155.0250","26.0000","Y","",
"RCPSO8SSSPL","697.6900","264.2156","16.0000","Y","76.7459",
"RCPSR18EPLSM","1041.4100","405.5772","43.0000","N","114.5551",
"RCPST12ERBWHI","364.3700","137.9802","87.0700","Y","40.0807",
"RCPST12EPLRD","414.1300","156.8270","23.2380","Y","",
"RCPST12EPLWH","414.1300","156.8270","37.8900","Y","45.5543",
"RCPST24EPLRD","616.4400","233.4438","30.2350","Y","",
"RCPST24ERBWHI","525.2600","198.9302","86.2300","Y","57.7786",
"RCPST24SSPL","1097.1800","415.5200","36.0000","Y","120.6898",
"RCPST24SSRB","1005.9800","380.9640","26.0000","Y","110.6578",
"RCPST40SSPL","1833.4300","694.3212","46.0000","Y","201.6773",
"RCPST5EGLRED","244.0000","94.1436","10.0000","Y","31.7200",
"RCPST7EPLRED","388.7400","147.2128","19.0000","Y","42.7614",
"RCPST7SSPL","687.1500","260.2300","18.0000","Y","75.5865",
"RCPST7SSRB","645.6700","244.5102","17.0000","Y","71.0237",
"RCPT11000GY","57.1600","22.0644","0.6700","Y","",
"RCPT120","67.5800","26.0712","0.6700","Y","8.7854",
"RCPT130","82.7700","31.9500","1.0000","Y","10.7601",
"RCPT1424SSPL","988.0700","374.1906","36.0000","Y","108.6877",
"RCPT1424SSRB","920.6100","348.6340","25.0000","Y","101.2671",
"RCPT199","21.5500","8.3160","0.1580","Y","2.8015",
"RCPT20006","233.4300","90.0936","1.1800","Y","30.3459",
"RCPT20106","304.3000","115.2326","1.6500","Y","33.4730",
"RCPT255","299.4600","113.4942","14.1380","Y","32.9406",
"RCPT256","317.3200","120.1404","1.2500","Y","34.9052",
"RCPT300","954.9300","361.7144","12.0000","Y","105.0423",
"RCPT410","77.2300","29.8000","1.1000","Y","10.0399",
"RCPT499","18.5700","7.1604","0.4180","Y","2.4141",
"RCPT81206GRE","237.8900","91.7900","4.7280","Y","30.9257",
"RCPT85206GRE","250.9200","96.7900","4.8640","Y","27.6012",
"RCPU120","25.9800","10.0332","0.4300","Y","3.3774",
"RCPU130","25.2900","9.7632","0.3000","Y","3.2877",
"RCPU210","42.9400","16.5672","0.4320","Y","5.5822",
"RCPUB1900SSS","315.2700","119.3984","6.0000","Y","34.6797",
"RCPV116","90.0300","34.7760","1.0000","Y","11.7039",
"RCPV117","98.2100","37.9188","1.2500","Y","12.7673",
"RCPV118","114.8700","42.9192","1.5000","Y","14.9331",
"RCPV119","140.3700","56.3328","21.0000","Y","18.2481",
"RCPV156","104.8000","41.3640","10.8000","Y","13.6240",
"RCPV158","132.7000","54.4968","1.5000","Y","17.2510",
"RCPV418","209.8000","80.9568","1.5000","Y","27.2740",
"RCPWB26AL","38.9700","24.8292","4.0000","Y","",
"RCPWB29RSS","150.3800","58.0284","4.2000","Y","19.5494",
"RCPWB30RAL","93.1900","35.9532","15.0000","Y","12.1147",
"RCPWB96RALCT","570.1800","215.9644","36.6000","Y","",
"RCPWB96RBLACT","593.0600","224.6246","37.0000","Y","",
"RCPWMB20BK","44.1800","22.7556","1.4160","Y","5.7434",
"RCPWMB30RBK","189.2500","73.0404","9.0000","Y","24.6025",
"RCP125PCLE","25.4200","9.8064","2.4000","Y","3.3046",
"RCP25051","52.0300","25.0128","2.6710","Y","6.7639",
"RCP1966882","492.0000","172.5680","8.0000","Y","",
"RCP1966881","102.9200","39.7116","2.1500","Y","",
"RCP1792371","983.8500","372.5794","1.0000","N","108.2235",
"RCP1966883","492.0000","172.5680","8.0000","Y","",
"RCP1883455","114.0000","114.0000","3.6500","N","",
"RCP1883458","257.6100","117.4480","10.9000","Y","28.3371",
"RCP1883460","293.0100","133.5918","14.3000","Y","32.2311",
"RCP1883552","419.2800","158.7774","16.7000","Y","46.1208",
"RCP1883628","141.2100","65.5884","6.4000","Y","18.3573",
"RCP1883619","116.1300","53.9460","6.0000","Y","15.0969",
"RCP1883620","139.6900","64.8864","7.1000","Y","18.1597",
"RCP1792339","983.8500","372.5794","38.5420","Y","108.2235",
"RCP1883554","218.8900","101.6820","6.1000","Y","28.4557",
"RCP1883617","55.6800","25.8660","2.2500","Y","7.2384",
"RCP1883456","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883555","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883573","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883564","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883591","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883582","220.5700","102.4596","7.9000","Y","28.6741",
"RCP1883600","220.5700","85.1040","7.9000","Y","28.6741",
"RCP1883609","203.7300","79.0128","7.9000","Y","26.4849",
"RCP1883563","183.3700","85.1796","6.1000","N","23.8381",
"RCP1883599","183.3700","85.1796","6.1000","Y","23.8381",
"RCP1883608","183.3700","85.1796","6.1000","Y","23.8381",
"RCP1883590","183.3700","50.7600","6.1000","Y","23.8381",
"RCP1883581","183.3700","85.1796","6.1000","Y","23.8381",
"RCP1883557","257.6100","117.4480","10.9000","Y","28.3371",
"RCP1883575","257.6100","117.4480","10.9000","Y","28.3371",
"RCP1883602","234.3600","106.8480","13.9000","Y","30.4668",
"RCP1883566","257.6100","117.4480","11.8000","Y","28.3371",
"DISCONTINUED1","11.0000","0.0000","11.0000","N","",
"RCP1883593","257.6100","121.8046","10.9000","Y","28.3371",
"1883593","114.0000","114.0000","8.6500","N","",
"1883584","114.0000","114.0000","8.6500","N","17.0000",
"RCP1883604","262.2000","119.5362","14.2000","Y","28.8420",
"RCP1883613","262.2000","119.5362","14.3000","Y","28.8420",
"RCP1883568","293.0100","133.5918","14.3000","Y","32.2311",
"RCP1883568","293.0100","133.5918","14.3000","Y","",
"RCP1883559","293.0100","133.5918","10.9000","Y","32.2311",
"RCP1883595","262.2000","101.6928","14.3000","Y","28.8420",
"RCP1883586","293.0100","133.5918","14.3000","Y","32.2311",
"RCP1883606","374.1400","141.6796","16.7000","Y","41.1554",
"RCP1883570","162.8600","114.0000","8.6500","Y","",
"RCP1883615","374.1400","170.5752","16.7000","Y","41.1554",
"RCP1883597","419.2800","191.1498","16.7000","Y","46.1208",
"RCP1883588","374.1400","170.5752","16.7000","Y","41.1554",
"RCP1883579","419.2800","191.1498","16.7000","Y","46.1208",
"RCP1883618","95.8800","44.5400","3.8000","Y","12.4644",
"RUB3747","97.2900","68.1000","98.0000","N","0.0000",
"RUB7083","97.2900","68.1000","71.0000","N","0.0000",
"RUB3748","97.2900","68.1000","50.0000","N","0.0000",
"RCPA112BLU","218.5700","153.0000","6.0000","Y","0.0000",
