sku,price,special_price,weight,ups,shipping_cost
"RCP397589","2541.6900","962.5436","62.3900","N","279.5859",
"RCP4003RIV","414.0400","156.8058","35.2000","Y","45.5444",
"RCP4004RIV","527.0000","199.5556","46.2000","Y","57.9700",
"RCP4091L1BLA","93.0500","60.2316","10.1000","N","",
"RCP4091GRA","634.8800","240.4398","43.0000","Y","69.8368",
"RCP409100CM","634.8800","240.4398","43.4000","Y","",
"RCP4092CRE","894.7500","338.8396","44.0000","Y","98.4225",
"RCP4093BLA","1020.9600","386.6350","49.6500","Y","112.3056",
"RCP4093CRE","1020.9600","386.6350","50.0000","Y","112.3056",
"RCP4095BLA","1110.0800","420.3854","52.0000","Y","122.1088",
"RCP409600BLA","831.6000","314.9366","52.0000","Y","",
"RCP421588BLA","201.4100","77.7276","4.7520","Y","26.1833",
"RCP424288BLA","279.3800","107.8056","32.4000","N","",
"RCP4243BLA","247.8200","95.6124","23.2670","N","",
"RCP4244BLA","264.5200","98.1396","24.8000","N","",
"RCP4245BLA","467.7600","177.1366","53.0000","N","51.4536",
"RCP4247BLA","738.8300","279.7976","80.0000","N","81.2713",
"RCP424806BLACT","345.4100","130.8040","11.6000","Y","",
"RCP4251YEL","153.7000","59.3136","2.5000","Y","19.9810",
"RCP4252YEL","58.3100","22.4964","22.0000","Y","7.5803",
"RCP4253YEL","49.0100","18.9000","1.0000","Y","6.3713",
"RCP4254","53.4800","20.6388","1.2120","Y","",
"RCP430000BK","1154.6200","437.2606","52.0000","Y","",
"RCP440000","310.0100","117.3950","19.1000","Y","",
"RCP4401BLA","376.8100","142.6972","45.6900","Y","41.4491",
"RCP4403BLA","1076.6700","407.7396","58.2010","N","118.4337",
"RCP4406BLA","1128.6500","427.4344","65.5000","N","124.1515",
"RCP443600BK","1202.8900","455.5350","78.0000","N","",
"RCP443610BLA","1358.8000","514.5770","75.8000","N","149.4680",
"RCP4441BLA","1228.8400","465.3718","75.8000","N","135.1724",
"RCP4462","891.0400","337.4404","73.0000","N","",
"RCP4463BLA","1002.3500","379.6072","85.0000","N","110.2585",
"RCP4464","1147.1800","434.4410","106.0000","N","",
"RCP4465","2446.6200","926.5354","133.0000","N","",
"RCP4466BLA","1384.7700","524.4138","81.6000","N","152.3247",
"RCP446610BLA","1533.3200","580.6786","89.9920","N","168.6652",
"RCP4467","1121.2400","424.6148","81.0000","N","",
"RCP4468BLA","1247.4400","472.4102","96.0000","N","137.2184",
"RCP4469","1399.6500","530.0636","117.0000","N","",
"RCP4471BLA","1421.9300","538.4906","85.0000","N","156.4123",
"RCP4473BLA","1358.8000","514.5770","102.0070","N","149.4680",
"RCP447500BLA","1282.6300","502.1750","86.0000","N","",
"RCP4477BLA","1525.9100","577.8696","97.9940","N","167.8501",
"RCP4479BLA","1659.5200","628.4634","115.0000","N","182.5472",
"RCP4485BLA","1757.1000","683.3078","103.0000","N","193.2810",
"RCP4486BLA","1757.1000","683.3078","105.0050","N","193.2810",
"RCP4496BLA","1529.6000","579.2688","99.2070","N","168.2560",
"RCP450088BG","464.0800","175.7480","42.0000","Y","",
"RCP450088BK","464.0800","175.7480","42.0000","Y","",
"RCP4501L1","17.2600","10.9836","0.9730","Y","2.2438",
"RCP4501L2","22.3900","14.1048","1.0790","Y","2.9107",
"RCP450500BG","497.4900","188.3938","30.2500","Y","",
"RCP450500BK","497.4900","188.3938","30.0000","Y","",
"RCP451288BLA","1121.2400","424.6148","57.0600","N","123.3364",
"RCP451388BLA","1544.4200","584.8656","1.0000","Y","169.8862",
"RCP4593RED","221.8100","85.5792","12.2800","Y","28.8353",
"RCP452088BG","527.1500","199.6298","41.0000","Y","",
"RCP452088BK","527.1500","199.6298","58.6700","Y","",
"RCP452500BG","551.3300","208.7988","41.0000","Y","",
"RCP452500BK","551.3300","208.7988","41.0000","Y","",
"RCP453288BLA","1536.9800","582.0566","72.3000","N","169.0678",
"RCP453388BLA","2008.5200","760.6242","122.9000","N","220.9372",
"RCP453588BLA","1295.7100","490.6846","1.0000","Y","142.5281",
"RCP4545BLA","872.4600","330.3914","42.0000","Y","95.9706",
"RCP4546BLA","920.7000","348.6658","52.3700","Y","101.2770",
"RCP454610BLA","1473.9000","558.1748","73.9200","Y","162.1290",
"RCP454888BLA","2312.9100","875.9204","1.0000","Y","254.4201",
"RCP4590BLA","125.8600","48.5676","3.0000","Y","",
"RCP4592","768.4900","291.0230","25.5510","Y","84.5339",
"DISCONTINUED","737.1700","270.4300","1.0000","N","",
"RCP4608BLA","735.1000","278.3878","33.2000","N","80.8610",
"RCP4609BLA","408.3700","154.6434","11.6000","Y","44.9207",
"RCP4611BLA","1429.3400","541.2996","70.0000","N","157.2274",
"RCP461200BLA","961.5600","364.1418","47.7000","N","",
"RCP461300BLA","447.4000","169.4304","15.1200","Y","",
"RCP4614BLA","1076.6700","407.7396","53.0000","N","118.4337",
"RCP4615BLA","482.6400","182.7652","15.0000","Y","53.0904",
"RCP4616BLU","1169.4700","442.8786","53.0000","N","",
"RCP461673BE","1169.4700","442.8786","51.0000","N","",
"RCP4617BLA","517.9200","196.1424","19.0000","Y","56.9712",
"RCP4618BLA","1696.6400","642.5190","75.0000","N","186.6304",
"RCP4619BLA","1369.9500","518.8064","64.0000","N","150.6945",
"RCP4708BLA","1061.8500","402.1216","46.5000","N","116.8035",
"RCP4712BLA","1299.3600","492.0626","62.3000","N","142.9296",
"RCP4716BLA","1548.1100","586.2754","69.0000","N","170.2921",
"RCP4720BLA","1826.5600","691.7242","84.8000","N","200.9216",
"RCP4726BLA","701.6500","265.7208","","N","",
"RCP4727BLA","2145.8800","812.6490","105.0000","N","236.0468",
"RCP500388CLE","282.1300","106.8480","20.3000","Y","31.0343",
"RCP500488GRA","342.0000","342.0000","20.0000","N","",
"RCP500788GRA","506.7900","191.9236","27.4000","Y","55.7469",
"RCP500888CLE","436.2600","165.2116","24.6000","Y","47.9886",
"RCP500888GRA","436.2600","165.2116","24.6000","Y","47.9886",
"RCP500988GRA","445.4700","168.6990","21.8000","Y","49.0017",
"RCP501088GRA","317.3800","120.1828","16.5000","Y","34.9118",
"RCP501188GRA","410.1900","155.3430","26.0000","Y","45.1209",
"RCP501388GRA","441.7800","167.3104","28.0000","Y","48.5958",
"RCP501388CLE","441.7800","167.3104","18.2000","Y","48.5958",
"RCP502888GRA","374.9700","141.9976","19.0000","Y","41.2467",
"RCP505012CT","649.8800","246.1320","2.7000","Y","",
"RCP511400WH","112.3800","43.3620","0.8180","Y","",
"RCP5137","139.2200","53.7192","0.9530","Y","18.0986",
"RCP5138","204.0000","204.0000","7.8000","N","",
"RCP5139","204.0000","204.0000","7.6000","N","",
"RCP5158","157.1100","60.6312","2.5700","Y","20.4243",
"RCP5159","157.1100","60.6312","0.7500","Y","20.4243",
"RCP516000","157.1100","60.6312","3.0000","Y","",
"RCP5169","194.0000","74.8548","1.0000","Y","25.2200",
"RCP5640BLA","619.9700","234.7900","49.2000","N","68.1967",
"RCP5642BLA","605.1200","229.1614","49.4500","N","66.5632",
"RCP564210","1299.3600","492.0626","1.0000","N","",
"RCP565461BLA","529.0500","200.3612","37.1200","Y","58.1955",
"RCP565861BLA","475.2000","179.9562","46.7000","N","52.2720",
"RCP5660BLA","1046.9300","396.4718","101.6500","N","115.1623",
"RCP566261BLA","571.7300","216.5156","62.5000","N","62.8903",
"RCP566361BLA","1399.6500","530.0636","80.0000","N","153.9615",
"RCP571473BE","54.1600","20.8980","4.0100","Y","",
"RCP571473GRE","54.1600","20.8980","4.3500","Y","7.0408",
"RCP5720WHI","5.8300","2.2464","0.3000","Y","0.7579",
"RCP572024CLE","6.1700","2.3760","0.2830","Y","0.8021",
"RCP5721WHI","8.5900","3.3156","1.0000","Y","1.1167",
"RCP572124CLE","9.2700","3.5748","0.4910","Y","1.2051",
"RCP5722YEL","5.1500","2.3112","0.1680","Y","0.6695",
"RCP5723WHI","10.2900","3.9744","1.0000","Y","1.3377",
"RCP572324CLE","10.6300","4.1040","0.6900","Y","1.3819",
"RCP5724WHI","11.6900","4.5036","1.0000","Y","1.5197",
"RCP572424CLE","13.7300","5.3028","0.8000","Y","1.7849",
"RCP5725YEL","5.4900","2.1168","0.2000","Y","0.7137",
"RCP572624CLE","22.3200","8.6076","1.2000","Y","2.9016",
"RCP5728WHI","32.6100","12.5820","2.4200","Y","4.2393",
"RCP572824CLE","29.8500","12.3444","2.4700","Y","3.8805",
"RCP572924CLE","42.9000","16.5456","2.2500","Y","5.5770",
"RCP5730YEL","12.3400","4.7520","1.0000","Y","1.6042",
"RCP611200YW","32.3000","13.3488","2.2000","Y","",
"RCP611277YWCT","168.1800","93.5280","15.0000","Y","",
"RCP611477YEL","85.0700","32.8104","4.9860","Y","11.0591",
"RCP612788YEL","192.7600","74.3688","8.0000","Y","25.0588",
"RCP614000","130.3200","50.2740","2.6110","Y","",
"RCP6141","76.1300","29.3760","4.8000","Y","9.8969",
"RCP6142WHI","225.9500","84.4560","7.0000","Y","29.3735",
"RCP1883456","220.5700","94.8780","8.0000","Y","",
"RCP1883564","220.5700","94.8780","8.0000","Y","",
"RCP1883555","220.5700","94.8780","8.0000","Y","",
"RCP6144YEL","265.9200","99.3924","9.0390","Y","",
"RCP6144YEL","265.9200","99.3924","9.0390","Y","",
"RCP6144YEL","265.9200","99.3924","9.0390","Y","",
"RCP6145L3","34.3900","17.7336","0.4400","Y","",
"RCP6145L3","34.3900","17.7336","0.4400","Y","",
"RCP1883559","293.0100","123.7126","12.0000","Y","",
"RCP1883552","419.2800","158.7774","16.4240","Y","",
"RCP6146RED","432.8000","158.7774","16.0100","Y","47.6080",
"RCP6146WHI","432.8000","158.7774","16.0000","Y","47.6080",
"RCP614687RD","687.9500","355.5770","18.7500","Y","",
"RCP614687RD","687.9500","355.5770","18.7500","Y","",
"RCP6147L1","16.4200","8.4672","1.0000","Y","",
"RCP614700RD","445.7400","202.7780","18.7500","Y","",
"RCP614787BK","841.8700","382.9674","21.7500","Y","",
"RCP6171BLA","320.3900","121.3170","16.2000","Y","",
"RCP617388BK","327.2400","176.4582","38.0000","Y","",
"RCP617388BLU","465.9600","176.4582","39.1980","N","51.2556",
"RCP6173L1","18.2800","11.5128","0.8600","Y","2.3764",
"RCP6173L9GRA","47.0500","30.7584","3.6800","Y","6.1165",
"RCP6174BLA","249.8000","96.3792","8.3000","Y","32.4740",
"RCP6176BLACT","249.8000","96.4008","3.7000","Y","",
"RCP6177L1","27.3300","14.0508","0.5000","Y","",
"RCP6179BLA","139.2200","53.7192","2.8940","Y","18.0986",
"RCP618000BLA","976.4100","369.7598","52.0000","Y","",
"RCP618088BLA","1332.8100","504.7402","65.0000","Y","146.6091",
"RCP6181YEL","246.3300","95.0400","7.4500","Y","32.0229",
"RCP1966719","113.9200","46.8072","1.0000","Y","",
"RCP6184YEL","50.4700","19.4832","1.0260","Y","6.5611",
"RCP6187BLA","89.1600","34.4088","1.7000","Y","11.5908",
"RCP6189PLA","2123.6000","804.2114","84.0000","N","233.5960",
"RCP6190BLA","1777.7600","673.2378","95.5910","N","195.5536",
"RCP6191BLA","2134.7200","808.4196","1.0000","Y","234.8192",
"RCP6192BLA","1956.2300","740.8234","86.5000","N","215.1853",
"RCP1966885","113.9200","43.9560","1.8610","Y","14.8096",
"RCP6194STL","40.7000","15.7032","2.5000","Y","5.2910",
"RCP6196BLA","142.7300","64.0224","2.4910","Y","18.5549",
"RCP6197BLA","185.6300","71.6364","6.7020","Y","24.1319",
"RCP6199BLA","146.9300","68.2452","1.0000","Y","",
"RCP6243GRA","66.4000","24.8292","2.1000","Y","8.6320",
"RCP6245GRA","98.3700","36.7740","1.6500","Y","12.7881",
"RCP6276YEL","96.8800","37.3788","1.0000","Y","12.5944",
"RCP627677","96.8800","37.3788","3.5200","Y","",
"RCP627777","69.7800","26.9244","2.3400","Y","",
"RCP6300BLA","499.3500","189.1146","20.7000","Y","54.9285",
"RCP630100YEL","5.5500","2.1492","0.2360","Y","",
"RCP6302CLE","13.3900","5.1732","0.5310","Y","1.7407",
"RCP6306CLE","24.3700","9.4068","1.3000","Y","3.1681",
"RCP6308CLE","27.8100","10.7352","1.6400","Y","3.6153",
"RCP631000WE","5.1500","2.5704","0.2190","Y","",
"RCP631100WE","5.2100","2.0196","0.2340","Y","",
"RCP6312CLE","42.5900","16.4268","1.5500","Y","5.5367",
"RCP6320","12.6100","4.8708","0.4300","Y","1.6393",
"RCP6322CLE","70.3700","27.1512","3.5000","Y","9.1481",
"RCP6341BLA","13.3600","5.1516","0.6100","Y","1.7368",
"RCP6342","14.8500","5.7348","0.4440","Y","",
"RCP6350BLA","158.8800","61.3008","1.5200","Y","20.6544",
"RCP6351DZ","80.3500","30.9636","10.0000","Y","",
"RCP6355GRA","34.5000","13.3200","1.0000","Y","4.4850",
"RCP6357DZ","196.4200","75.7188","1.0500","Y","",
"RCP6361","7.7500","2.9900","0.6000","Y","1.0075",
"RCP6362","10.4100","4.0100","1.5000","Y","1.3533",
"RCP6364","10.4100","4.0100","2.0000","Y","1.3533",
"RCP6373BRO","13.3600","5.1516","0.7000","Y","1.7368",
"RCP637400BLA","18.9100","7.2900","1.1000","Y","",
"RCP637500GY","36.0600","13.9104","0.8200","Y","",
"RCP6381","27.0900","10.4500","1.7000","Y","3.5217",
"RCP6383","34.1900","13.1900","2.0640","Y","4.4447",
"RCP6385GRA","47.4900","18.3300","1.3000","Y","6.1737",
"RCP638906BLACT","163.1800","61.0092","4.4100","Y","",
"RCP6397CT","311.7400","118.1158","12.0000","Y","",
"RCP6435BRNZ","51.2500","31.5684","2.3500","Y","",
"RCP6436YEL","33.7900","13.0464","0.6000","Y","4.3927",
"RCP6482COB","6.3300","2.4400","0.2470","Y","0.8229",
"RCP6509WHI","8.9300","3.4452","0.2100","Y","1.1609",
"RCP6523WHI","12.3400","4.7520","0.4000","Y","1.6042",
"RCP6C0100","36.6400","14.4936","0.5830","Y","",
"RCP7035BROCT","90.5200","34.9488","5.9520","Y","",
"RCP1982726","35.2800","13.6188","2.0000","Y","",
"RCP738000YEL","142.4500","54.9612","11.4080","Y","",
"RCP750243","141.0500","54.4320","5.0000","Y","18.3365",
"RCP750443","186.0100","71.6256","10.4880","Y","24.1813",
"RCP757088YEL","147.4300","56.8944","10.0000","Y","19.1659",
"RCP757088BRO","147.4300","56.8944","8.0000","Y","19.1659",
"RCP7570L2","7.0000","4.3740","0.3600","Y","0.9100",
"RCP757588BRO","272.7100","101.9304","22.0600","Y","29.9981",
"RCP757588YEL","264.1800","101.9304","9.0000","Y","29.0598",
"RCP757688YW","487.2800","184.5354","20.4500","Y","",
"RCP757788BN","309.6900","117.2678","21.0000","Y","",
"RCP757788YW","258.7800","141.5312","14.0000","Y","",
"RCP758088BN","207.9500","80.2440","21.0000","Y","",
"RCP758088YW","180.3500","80.2440","20.0000","Y","",
"RCP758888BLU","252.5800","97.4592","19.6000","Y","27.7838",
"RCP758888BLU","252.5800","97.4592","19.6000","Y","",
"RCP758888GRE","252.5800","97.4592","20.0000","Y","27.7838",
"RCP758888RED","252.5800","97.4592","19.8000","Y","27.7838",
"RCP759088YEL","222.2000","85.7520","8.0000","Y","28.8860",
"RCP7677YEL","439.0900","166.2928","27.9000","Y","48.2999",
"RCP768000YW","343.6100","130.1362","25.4500","Y","",
"RCP773488","991.2300","375.3778","69.0000","Y","",
"RCP7777YEL","581.8400","220.3528","1.0000","Y","64.0024",
"RCP778000YW","492.6200","186.5600","37.9800","Y","",
"RCP7802BLA","208.8500","80.5896","10.8500","Y","27.1505",
"RCP7804BLA","462.2400","175.0500","32.9810","Y","50.8464",
"RCP780508BLA","495.6500","187.7048","17.0000","Y","",
"RCP780508DGR","495.6500","187.7048","17.0000","Y","",
"RCP780508PLA","495.6500","187.7048","1.0000","Y","54.5215",
"RCP780608BLA","406.5000","153.9438","16.5000","Y","44.7150",
"RCP780608DGR","406.5000","153.9438","16.5000","Y","",
"RCP780608PLA","406.5000","153.9438","16.5000","Y","",
"RCP781408BLA","345.3100","130.7722","16.9970","Y","37.9841",
"RCP781408DGR","345.3100","125.7372","1.0000","Y","37.9841",
"RCP781408PLA","332.0100","155.5126","16.9970","Y","36.5211",
"RCP781588BLA","113.9600","43.9668","2.5000","Y","14.8148",
"RCP781588DGR","113.9600","43.9668","2.5000","Y","",
"RCP781588PLA","113.9600","43.9668","2.0000","Y","14.8148",
"RCP781788WE","271.0400","104.5764","4.0000","Y","",
"RCP781888","683.1200","258.7036","26.0000","Y","",
"RCP781988PLA","683.1200","258.7036","23.8100","Y","75.1432",
"RCP7822BEI","367.5700","139.1992","9.0000","Y","40.4327",
"RCP7822BRO","367.5700","139.1992","11.1530","Y","40.4327",
"RCP792020BEI","200.4500","77.3388","6.8000","Y","26.0585",
"RCP816088BRO","386.1100","146.2270","18.2000","Y","42.4721",
"RCP816088BG","386.1100","146.2270","17.7360","Y","",
"RCP817088BRO","503.0600","190.5138","22.9940","Y","55.3366",
"RCP817088OWH","503.0600","190.5138","22.9940","Y","55.3366",
"RCP817088BG","503.0600","190.5138","22.9940","Y","",
"RCP817088BK","503.0600","190.5138","62.8100","Y","",
"RCP818088BEI","1046.9300","396.4718","1.0000","Y","115.1623",
"RCP818288BEI","917.0100","347.2666","25.9500","Y","100.8711",
"RCP8248ELDCT","483.3600","177.3168","6.0000","N","",
"RCP843088BG","696.1100","263.6114","37.0000","Y","",
"RCP843088BLA","723.9500","274.1584","1.0000","Y","79.6345",
"RCP843088BRO","723.9500","274.1584","40.0000","Y","79.6345",
"RCP91060","80.3200","45.8244","1.0000","N","",
"RCP917188BG","1028.4000","389.4546","43.0000","Y","",
"RCP917188BLA","1028.4000","389.4546","43.0000","Y","113.1240",
"RCP917388BEI","924.4200","350.0756","36.9400","Y","101.6862",
"RCP917388BLA","924.4200","350.0756","50.0000","Y","101.6862",
"RCP9175BEI","1243.6900","470.9898","53.4000","N","136.8059",
"RCP9175BLA","1243.6900","470.9898","50.0800","N","136.8059",
"RCP9177BEI","248.7500","95.9688","8.5000","Y","32.3375",
"RCP9B02DZ","458.6700","173.7658","1.8500","Y","",
"RCP9B06BLA","27.4900","10.6100","1.6000","Y","3.5737",
"RCP9B07BLA","32.3000","12.4600","1.6750","Y","4.1990",
"RCP9B0900BLA","35.6200","13.7484","1.8100","Y","",
"RCP9B29","10.7500","4.2768","0.3150","Y","",
"RCP9B32","15.1900","6.0480","0.5840","Y","",
"RCP9B36YELCT","80.1600","30.8988","0.5000","Y","",
"RCP9B44GRACT","151.4000","58.3956","3.0000","Y","",
"RCP9B56BLA","5.9200","2.2896","0.0460","Y","0.7696",
"RCP9B72GRE","50.1300","19.3500","0.7920","Y","6.5169",
"RCP9C04CT","147.1300","56.7864","8.3220","Y","",
"RCP9C74RED","51.7700","19.9800","2.1760","Y","6.7301",
"RCP9C74YEL","65.5700","45.9000","2.4160","Y","",
"RCP9C8301","116.1500","44.8092","2.2000","Y","15.0995",
"RCP9C8401","116.1500","44.8092","2.0000","Y","15.0995",
"RCP9C8501","116.1500","44.8092","2.2000","Y","15.0995",
"RCP9C8701","116.1500","44.8092","2.2000","Y","15.0995",
"RCP9C90WHI","34.6500","","0.4600","N","",
"RCP9C9401","72.6600","28.0368","3.2500","Y","9.4458",
"RCP9C9501","72.6600","28.0368","2.0700","Y","9.4458",
"RCP9C9701","72.6600","28.0368","2.1000","Y","9.4458",
"RCP9F37RED","112.9000","43.5672","2.4000","Y","14.6770",
"RCP9F43","33.4200","12.8952","0.9700","Y","4.3446",
"RCP9F50","41.5400","16.0272","1.1900","Y","5.4002",
"RCP9F51TBLU","74.6100","28.7928","2.4000","Y","9.6993",
"RCP9F53","93.5900","36.1044","3.6000","Y","12.1667",
"RCP9F54TBL","108.7700","41.9796","4.0000","Y","14.1401",
"RCP9F55BLA","727.6900","275.5894","36.4500","N","80.0459",
"RCP9F75CLE","21.9200","8.4564","0.4000","Y","2.8496",
"RCP9F76CLE","31.0700","21.7500","0.7000","Y","3.1356",
"RCP9F77","213.4600","82.3608","1.0000","Y","27.7498",
"RCP9F78","225.5300","87.0156","6.5300","Y","29.3189",
"RCP9F79","230.2000","88.8192","7.3700","Y","29.9260",
"RCP9F86WHI","53.0800","20.4768","3.6000","Y","6.9004",
"RCP9G57WHI","304.4200","115.2856","45.5400","Y","33.4862",
"RCP9G58WHI","390.0000","","18.5000","N","",
"RCP9G59","616.2900","233.3908","37.6990","N","67.7919",
"RCP9G60WHI","143.6900","55.4472","3.8000","Y","18.6797",
"RCP9G76WHI","98.2500","","3.0400","N","",
"RCP9G77WHI","136.5000","","4.3000","N","",
"RCP9G78WHI","183.0000","70.6104","5.9520","Y","23.7900",
"RCP9G79CHR","616.2900","233.3908","43.8000","N","67.7919",
"RCP9G80CHR","857.6100","324.7840","76.0000","N","94.3371",
"RCP9M00BLA","81.2800","31.3600","2.5430","Y","10.5664",
"RCP9M01BLACT","138.0100","51.1920","5.0000","Y","",
"RCP9P9000BG","1061.8500","402.1216","52.0000","Y","",
"RCP9P90BLA","1061.8500","467.4706","0.0000","Y","116.8035",
"RCP9P9000DGR","1061.8500","402.1216","52.0000","Y","",
"RCP9P91BEI","1214.0300","459.7538","49.8000","Y","133.5433",
"RCP9P91BLA","1214.0300","459.7538","53.5720","Y","133.5433",
"RCP9P91DGR","1214.0300","459.7538","49.8000","Y","",
"RCP9S00YEL","70.1900","27.0756","1.0780","Y","9.1247",
"RCP9S0100YL","98.3600","37.9512","1.8300","Y","",
"RCP9S0925CT","193.8100","71.9280","11.0230","Y","",
"RCP9S1100YEL","1110.0800","420.3854","35.0000","Y","",
"RCP9S15YEL","57.8800","22.3344","1.0850","Y","7.5244",
"RCP9S1600YL","57.8800","22.3344","1.0420","Y","",
"RCP9S30GRACT","380.9200","144.2766","45.6000","Y","",
"RCP9S30WHICT","380.9200","144.2800","6.3000","Y","",
"RCP9S31GRACT","461.0900","174.5926","46.0000","Y","",
"RCP9S31WHICT","461.0900","174.5926","7.2500","N","",
"RCP9T00BLA","710.3900","269.0280","21.4510","Y","78.1429",
"RCP1966888","455.6800","172.5680","40.0000","N","",
"RCP1966887","256.3000","43.9560","8.0000","Y","",
"RCP9T13BLA","1121.2400","424.6148","130.7000","N","123.3364",
"RCP9T14BLA","1306.8000","494.8928","50.6000","N","143.7480",
"RCP9T15BLA","1885.9800","714.2280","51.8000","N","207.4578",
"RCP9T16BLA","2171.8300","822.4858","141.3810","N","238.9013",
"RCP9T1700BLA","1214.0300","459.7538","45.0000","N","",
"RCP9T1800BLA","1659.5200","628.4634","85.0000","N","",
"RCP9T19BLA","2491.6900","943.6014","113.8300","N","274.0859",
"RCP9T22BLA","303.4900","114.9358","16.5800","N","33.3839",
"RCP9T23BLA","413.9700","156.7634","23.3000","N","45.5367",
"RCP9T28","484.5000","183.4860","30.0000","Y","",
"RCP9T29BLA","801.9000","303.6794","32.8700","Y","88.2090",
"RCP9T30","549.4400","208.0674","30.0000","Y","",
"RCP9T32","835.3300","316.3358","37.0000","Y","",
"RCP9T33BLA","657.1300","248.8668","38.9500","Y","72.2843",
"RCP9T34BLA","1057.5700","387.9918","47.4500","Y","116.3327",
"RCP9T35","585.2000","302.4286","62.0000","Y","",
"RCP9T45","1258.5400","476.6184","67.3000","N","",
"RCP9T56BLA","1276.5200","505.6094","74.0000","N","",
"RCP9T57BLA","1024.6400","388.0342","60.0000","N","112.7104",
"RCP9T58BLA","1585.2800","600.3416","80.0000","Y","174.3808",
"RCP9T59BLA","2052.6000","777.3192","75.0000","Y","225.7860",
"RCP9T60BLA","1366.1100","517.3436","53.0000","Y","150.2721",
"RCP9T61BLA","1777.7600","673.2378","61.0000","Y","195.5536",
"RCP9T62BLA","1880.9900","712.3306","80.0050","Y","206.9089",
"RCP9T63BLA","2467.9400","934.6126","79.0000","Y","271.4734",
"RCP9T64BLA","2742.5700","1038.6198","170.0000","N","301.6827",
"RCP9T6571BG","484.5000","183.4860","36.0000","Y","",
"RCP9T6600BLA","406.5000","153.9438","31.0000","Y","",
"RCP9T66L1","77.4000","39.9384","7.0000","Y","",
"RCP9T6700BLA","464.0800","175.7480","43.0000","Y","",
"RCP9T6800BK","519.7400","196.8208","31.0000","Y","",
"RCP9T68PLA","515.9000","189.2630","35.0090","Y","56.7490",
"RCP9T7200BK","674.6900","255.5024","45.0000","Y","",
"RCP9T73","781.7900","296.0580","60.0000","Y","85.9969",
"RCP9T7301","58.6500","22.6260","0.7500","Y","7.6245",
"RCP9T73M5BLA","4.2600","2.1924","0.1000","Y","0.5538",
"RCP9T74BLA","885.3000","335.2568","52.9990","N","97.3830",
"RCP9T7500BK","1369.9500","518.8064","70.0000","Y","",
"RCP9T76","1335.0800","505.5988","74.0000","N","146.8588",
"RCP9T77","1197.9300","546.1544","66.0000","N","",
"RCP9T78","1515.4000","573.8946","60.0000","Y","166.6940",
"RCP9T79BLA","781.7900","296.0580","60.8000","N","85.9969",
"RCP1966881","102.9200","39.7116","2.1500","Y","13.3796",
"RCP1966888","455.6800","172.5680","8.0000","Y","",
"RCP9T82YEL","33.0100","12.7332","1.4330","Y","4.2913",
"RCP9T83","71.3300","27.5292","6.0000","Y","",
"RCP9T84BLACT","99.8200","38.5128","14.0000","Y","",
"RCP9T85BLA","281.9800","106.7844","15.7510","Y","31.0178",
"RCP9T86BLA","317.7100","120.3100","7.5560","Y","34.9481",
"RCP9T8901","71.3300","27.5292","1.0000","Y","9.2729",
"RCP9T90BLACT","642.2600","243.2382","7.2700","Y","",
"RCP9T9101BLA","642.2600","243.2382","10.0000","Y","70.6486",
"RCP9T92","590.2700","223.5434","53.7920","Y","",
"RCP9T9301","285.5500","108.1412","7.4960","Y","31.4105",
"RCP9T94BLA","1283.7400","486.1584","61.0000","Y","141.2114",
"RCP9VBPPB06","58.5900","21.9132","0.9810","Y","",
"RCP9VBPHP06","96.4500","36.0504","1.1310","Y","12.5385",
"RCP9VBPPB06","58.5900","21.9132","0.9810","Y","7.6167",
"RCP9VCVBA12","90.8800","33.9660","0.6800","Y","11.8144",
"RCP9VCVBA12","90.8800","33.9660","0.6800","Y","",
"RCP9VCVPB12","43.3500","","1.2700","N","",
"RCP9VDVRC4400","195.0200","90.4068","9.2500","Y","",
"RCP9VDVRC4400","195.0200","90.4068","9.2500","Y","25.3526",
"RCP9VMHBA12","51.2000","19.1376","0.7680","Y","6.6560",
"RCP9VMHBA12","51.2000","19.1376","0.7680","Y","",
"RCP9VPHBE12","67.2300","25.1316","0.0790","Y","",
"RCP9VULBC12","123.0400","45.9972","0.6600","Y","",
"RCP9W1088GY","660.4200","250.1070","32.0000","Y","",
"RCP9W15LGY","353.4000","133.8356","9.0000","Y","",
"RCP9W16GY","109.9600","50.6196","1.6500","Y","",
"RCP9W17PLA","639.0000","","43.0000","N","",
"RCP9W2173BLU","250.7900","182.6380","26.5000","N","27.5869",
"RCP9W21GY","250.7900","182.6380","32.0000","Y","",
"RCP9W22GY","311.9900","207.9826","41.0000","N","",
"RCP9W2273BLU","311.9900","207.9826","31.0000","N","34.3189",
"RCP9W25LGY","281.1100","133.2102","6.7000","Y","",
"RCP9W27BLU","183.8700","152.8520","27.1300","Y","23.9031",
"RCP9W27BLU","183.8700","152.8520","27.1300","Y","",
"RCP9W27YEL","183.8700","152.8520","109.3200","Y","23.9031",
"RCP9W2773BLU","183.8700","152.8520","43.6400","N","23.9031",
"RCP9W300BLA","323.9200","122.6844","36.0400","Y","",
"RCP9W300SST","323.9200","122.6844","15.4000","Y","",
"RCP9W31BLA","668.3000","253.0856","36.0000","Y","73.5130",
"RCP9W32BLA","419.5200","158.8728","12.5660","Y","46.1472",
"RCP9W33BLA","454.8100","172.2394","24.0000","Y","50.0291",
"RCP9W72","419.5200","158.8728","17.6370","N","46.1472",
